PuzzleId,FEN,Moves,Rating,Themes,SAN
04cQA,8/1pQ4p/7k/6p1/8/6Pq/PP1r3P/2R3K1 w - - 0 42,c7b6 h6h5 b6f2 d2f2,951,crushing defensivemove endgame short,Qb6+ Kh5 Qf2 Rxf2
0W69x,8/6p1/1p6/p1p5/P1P2KPk/1P6/8/8 b - - 3 45,g7g5 f4f5 h4g3 f5g5,953,crushing defensivemove endgame pawnendgame short zugzwang,g5+ Kf5 Kg3 Kxg5
0JJGH,8/R4P1p/4p1p1/3pP3/1r1P2PP/1p6/1k1K4/8 b - - 0 40,b4d4 d2e3 d4e4 e3f3,955,crushing defensivemove endgame rookendgame short,Rxd4+ Ke3 Re4+ Kf3
09cHt,8/2p2k2/1p1p4/1P1P4/3BB3/p2P1K2/r7/8 b - - 1 54,a2b2 d4b2 a3b2 d3d4,955,crushing defensivemove endgame master short,Rb2 Bxb2 axb2 d4
0YH4K,8/N1k5/3p4/1p1Pp3/2n1P1p1/2P3P1/2K5/8 w - - 8 52,a7b5 c7b6 b5a3 c4a3,957,crushing defensivemove endgame knightendgame short trappedpiece,Nxb5+ Kb6 Na3 Nxa3+
0jYw7,6k1/2p3np/6p1/Q1p2p2/p1P1q2P/4P1P1/1B3P2/6K1 w - - 2 37,a5a4 e4b1 g1g2 b1b2 a4a8 g8f7,961,crushing defensivemove endgame fork long master,Qxa4 Qb1+ Kg2 Qxb2 Qa8+ Kf7
0CnxQ,8/2p5/1p1p1k2/p7/2P2PB1/PP6/3K4/1b6 b - - 2 46,b1f5 g4f5 f6f5 d2e3,962,bishopendgame crushing defensivemove endgame master short,Bf5 Bxf5 Kxf5 Ke3
0nwdm,8/5b2/1p1k2p1/7p/2PKBP1P/6P1/8/8 w - - 1 50,e4d5 f7d5 c4d5 b6b5,966,bishopendgame crushing defensivemove endgame short,Bd5 Bxd5 cxd5 b5
0B4jM,8/8/8/6kp/4p3/4P2K/5P2/8 w - - 0 48,h3g3 h5h4 g3h3 g5h5 h3g2 h5g4,968,crushing defensivemove endgame long pawnendgame,Kg3 h4+ Kh3 Kh5 Kg2 Kg4
0j0KC,r4r2/6kp/pp1p1p2/4pP2/2Ppq1P1/5R2/PP1QP2P/2R3K1 b - - 2 22,e4g4 f3g3 g4g3 h2g3,970,advantage defensivemove endgame pin short,Qxg4+ Rg3 Qxg3+ hxg3
0eh3O,8/8/8/5K2/k7/2B5/1P6/6r1 b - - 31 72,g1e1 c3e1 a4b3 e1c3,970,crushing defensivemove endgame hangingpiece short,Re1 Bxe1 Kb3 Bc3
0OuMr,5k2/1p1r2p1/p1b5/8/2Q5/3p3P/PP3K2/8 w - - 4 44,c4f4 d7f7 f2e3 f7f4,971,crushing defensivemove endgame pin short,Qf4+ Rf7 Ke3 Rxf4
0iUuB,8/1k3p2/4p1p1/1P1r4/2Q5/7P/5BPK/q7 b - - 2 45,a1e5 f2g3 d5b5 g3e5,971,crushing defensivemove endgame short,Qe5+ Bg3 Rxb5 Bxe5
