PuzzleId,FEN,Moves,Rating,Themes,SAN
0Ntz6,1r6/p4k2/4Np1p/P4P2/4N3/5K1P/1pr3P1/3R4 b - - 1 42,b2b1q d1d7 f7g8 e4f6 g8h8 d7h7,1526,arabianmate deflection endgame long mate matein3,b1=Q Rd7+ Kg8 Nxf6+ Kh8 Rh7#
0FyEb,2r1r1k1/pR5p/6pB/5n2/4p1N1/7P/P2b1PP1/4R1K1 b - - 0 28,d2e1 g4f6 g8h8 b7h7,1557,arabianmate fork mate matein2 middlegame short,Bxe1 Nf6+ Kh8 Rxh7#
0WbMY,6k1/8/1P3r1p/2b2pp1/3n1P1N/3P2P1/1B2r2P/1R3RK1 w - - 2 34,f4g5 d4f3 g1h1 e2h2,1572,arabianmate doublecheck mate matein2 middlegame short,fxg5 Nf3+ Kh1 Rxh2#
0jhx4,3r1rk1/pb3ppp/3p4/1npN4/4PP1R/1B6/5P1P/6RK b - - 1 27,b5d4 d5f6 g8h8 h4h7,1657,arabianmate kingsideattack mate matein2 middlegame pin short,Nd4 Nf6+ Kh8 Rxh7#
0fjbN,1r4k1/1P4p1/4p1rp/1P1p1pnq/Q2P4/N3P2P/5PPK/1R3B2 w - - 1 35,a4a8 h5h3 g2h3 g5f3 h2h1 g6g1,1748,arabianmate long mate matein3 middlegame sacrifice,Qa8 Qxh3+ gxh3 Nf3+ Kh1 Rg1#
0MKmH,5rRk/ppp4q/2n1p2p/3p3N/3P3P/2bQ1P2/PPP5/2K3R1 b - - 0 24,f8g8 d3h7 h8h7 h5f6 h7h8 g1g8,1763,arabianmate attraction exposedking fork long mate matein3 middlegame,Rxg8 Qxh7+ Kxh7 Nf6+ Kh8 Rxg8#
0X9QO,8/8/R3P3/6pk/P2B1p1n/1PP2P2/3r2PK/8 w - - 1 40,e6e7 h4f3 h2h1 d2d1 d4g1 d1g1,1876,arabianmate endgame long mate matein3 pin,e7 Nxf3+ Kh1 Rd1+ Bg1 Rxg1#
06KvP,2Q5/1R4pk/3pB1p1/4n3/1P1b4/1P6/5r1K/8 w - - 3 52,h2g1 e5f3 g1h1 f2h2,1958,arabianmate endgame mate matein2 short,Kg1 Nf3+ Kh1 Rh2#
0VByB,1r1q2k1/4Rpb1/pp4p1/3N3p/PPPp4/3Q3P/6P1/6K1 b - - 0 38,g7f8 d3g6 f7g6 d5f6 g8h8 e7h7,2097,arabianmate endgame long mate matein3 sacrifice,Bf8 Qxg6+ fxg6 Nf6+ Kh8 Rh7#
00dt1,Q7/8/3B4/2p5/Krkn4/8/8/8 w - - 1 54,a4a3 d4b5 a3a2 b5c3 a2a1 b4b1,2205,arabianmate endgame exposedking fork long master mate matein3,Ka3 Nb5+ Ka2 Nc3+ Ka1 Rb1#
