PuzzleId,FEN,Moves,Rating,Themes,SAN
0WAZV,1r4k1/6pp/4p3/3pP2P/2PPp3/4P1K1/p7/BrRR4 w - - 3 41,c4c5 b1c1 d1c1 b8b1 c1c2 b1a1,1369,clearance crushing endgame interference long,c5 Rxc1 Rxc1 Rb1 Rc2 Rxa1
0ErhC,8/8/1p1p3R/8/P1k5/2P1K3/1r6/8 b - - 2 44,d6d5 h6c6 c4b3 c6b6,1370,crushing endgame interference rookendgame short,d5 Rc6+ Kb3 Rxb6+
07fcs,6k1/p1q2pb1/4p1p1/4P2p/2bPB2P/2P2Q2/Pr1B1PP1/3R2K1 w - - 0 23,d2g5 c4e2 f3f4 e2d1,1374,crushing fork interference master mastervsmaster middlegame short,Bg5 Be2 Qf4 Bxd1
0Tv5Z,2kr3r/p1pp1Rp1/1p5p/3NP3/2Pn2Q1/3q2P1/PP4P1/2R3K1 w - - 0 23,c1d1 d4e2 g1f2 d3d1,1380,advantage interference middlegame short,Rd1 Ne2+ Kf2 Qxd1
0H2ww,r1b1r1k1/1pp2ppp/p2p1b2/3P4/q3PP2/3B2Q1/PP4PP/R1B2RK1 w - - 3 15,b2b3 a4d4 c1e3 d4d3,1386,crushing fork interference middlegame short,b3 Qd4+ Be3 Qxd3
0MJ8Y,6k1/p1pb2p1/1p1np3/3p2Pp/3Pq2P/PN1Q4/1PP5/1K3R2 w - - 2 29,d3a6 d7b5 a6a7 b5f1,1394,crushing endgame fork interference short,Qa6 Bb5 Qxa7 Bxf1
04Qwc,3r3k/1bq3n1/pp4B1/8/2p5/1P2Q2P/P2N2P1/7K b - - 1 35,d8d6 e3h6 h8g8 h6h7 g8f8 h7h8 f8e7 h8g7,1400,crushing deflection exposedking interference middlegame verylong,Rd6 Qh6+ Kg8 Qh7+ Kf8 Qh8+ Ke7 Qxg7+
0QnjX,q5k1/pp2b2p/4n1pQ/1P1pBp2/3P4/P7/5PPP/2r1R1K1 w - - 0 33,e1c1 e7g5 h6h3 g5c1,1405,advantage endgame fork interference short,Rxc1 Bg5 Qh3 Bxc1
07YoN,6rk/1p6/p7/3N4/3Pp3/2P1P2p/Pn2KRrR/8 b - - 3 39,b2d3 h2h3 h8g7 f2g2,1405,crushing endgame interference short,Nd3 Rxh3+ Kg7 Rxg2+
0fAbc,2r5/2pQ4/8/4p1k1/5p2/2P3q1/P4RBr/6K1 b - - 1 37,c8h8 d7g7 g5h5 g7h8,1421,crushing endgame interference master short,Rch8 Qg7+ Kh5 Qxh8+
0MMDn,1n1r4/1R6/2p1kp2/1n2p3/5PNN/6P1/3r4/4RK2 b - - 0 37,d2d1 f4f5 e6d6 e1d1,1424,crushing interference master middlegame short,Rd1 f5+ Kd6 Rxd1+
0QqD3,2rr2k1/5pp1/1p2p2p/7n/2PP3q/5P2/3QBP1P/3R2RK b - - 3 23,h5f4 g1g4 h4f2 g4f4,1426,crushing interference master middlegame short,Nf4 Rg4 Qxf2 Rxf4
0Ue00,1r3rk1/1b4pp/p1pNp3/2p2p2/2Pq4/3P2Q1/PP3PPP/R4RK1 w - - 1 19,f1e1 f5f4 g3g4 d4d6 g4e6 d6e6,1430,crushing interference long middlegame,Rfe1 f4 Qg4 Qxd6 Qxe6+ Qxe6
0UsUU,r2qk1nr/ppp1bpp1/3pb2p/8/3QPB2/3B4/PPP2PPP/RN2K2R w KQkq - 4 9,d4g7 e7f6 g7g3 f6b2,1430,advantage interference opening short,Qxg7 Bf6 Qg3 Bxb2
0KjQI,2r2k2/1R3ppp/4pn2/4P3/Q7/2qr4/5PPP/5RK1 b - - 0 22,f6d5 a4d7 d5c7 d7c8,1443,advantage interference middlegame short,Nd5 Qd7 Nc7 Qxc8+
0mxgU,8/8/R7/3pk3/6r1/3K4/6P1/8 w - - 1 55,a6a2 g4g3 d3c2 g3g2 c2b3 g2a2,1451,crushing endgame exposedking interference long rookendgame,Ra2 Rg3+ Kc2 Rxg2+ Kb3 Rxa2
0m02x,5rk1/p4pp1/5b1p/1Q2pb2/1P6/q3B2P/P4PP1/2R1R1K1 w - - 2 24,e1e2 f5d3 b5b7 d3e2,1457,advantage fork interference middlegame short,Re2 Bd3 Qb7 Bxe2
01u7X,3r2k1/4qp2/4r1pp/1p6/pP5P/4bRP1/P1B1Q1PK/5R2 w - - 1 30,h2h1 d8d2 e2b5 d2c2,1457,advantage interference middlegame short,Kh1 Rd2 Qxb5 Rxc2
0QNHa,3rq1r1/4pb1k/pp5p/3p1P2/P2B2Pb/2P4P/1PQ1R3/5R1K b - - 0 30,e8c6 f5f6 g8g6 f6e7,1462,advancedpawn crushing discoveredattack interference middlegame short,Qc6 f6+ Rg6 fxe7
0PXsL,r3rk2/5p1Q/p1p1q1p1/1p1n4/6P1/P6P/1PP2P2/4RRK1 b - - 1 28,e6e1 h7h8 f8e7 f1e1 e7d7 e1e8,1470,advantage endgame interference intermezzo long,Qxe1 Qh8+ Ke7 Rxe1+ Kd7 Rxe8
0IPPE,r3kb1r/p4pp1/np2pq1p/1bppN3/2PP4/P5P1/1P2PPBP/R2QK2R b KQkq - 0 12,b5c4 d1a4 b6b5 a4a6,1471,crushing interference middlegame short,Bxc4 Qa4+ b5 Qxa6
0ZzhM,r3kb1r/pp3pp1/n3pnbp/qNpp4/3P1BPP/2P1PP2/PP6/R2QKBNR w KQkq - 1 10,f1d3 g6d3 d1d3 c5c4 d3c2 a5b5,1477,advantage interference long middlegame,Bd3 Bxd3 Qxd3 c4 Qc2 Qxb5
0MTrJ,r3kb1r/pp4pp/2p2p2/q2Np3/2B2R2/3Q4/PPP3PP/3R2K1 b kq - 0 18,c6d5 c4b5 e8e7 d3d5,1479,advantage interference intermezzo middlegame short,cxd5 Bb5+ Ke7 Qxd5
0BjIb,3r4/p4k1R/8/1pp1Pn2/5PR1/2P5/PP1r4/2K5 b - - 2 33,f7e6 g4g6 e6d5 c1d2,1483,advantage endgame interference master short,Ke6 Rg6+ Kd5 Kxd2
029M7,1k1r4/ppp2pb1/4b2p/5qp1/1P3p2/3r1N2/1P3QPP/R1B1R1K1 b - - 2 22,d3d1 f2a7 b8c8 a7a8 c8d7 e1d1,1488,crushing interference long middlegame queensideattack,Rd1 Qxa7+ Kc8 Qa8+ Kd7 Rxd1+
0Eg0i,r3k1r1/1p1q1p2/2n2p1b/1pPpp2p/1P5N/P4Q2/1BP2PPP/R4RK1 w q - 5 16,f3f6 h6g5 f6f3 g5h4,1514,advantage interference middlegame short,Qxf6 Bg5 Qf3 Bxh4
0cogD,1r4k1/1rq2pp1/3p3p/p4Q2/3PP3/4R2P/5PP1/R5K1 w - - 3 32,a1a5 b7b1 g1h2 d6d5 f5e5 c7a5,1518,advantage discoveredattack endgame interference long,Rxa5 Rb1+ Kh2 d5+ Qe5 Qxa5
0UuR1,8/2p2pk1/1p4q1/p2P3p/Pb2r2P/1P2NQP1/7K/5R2 b - - 3 39,b4d6 e3f5 g7f8 f3e4,1521,crushing endgame interference master short,Bd6 Nf5+ Kf8 Qxe4
0fRpS,3r2kr/pp3p1p/1q4p1/2b1Q3/8/P2P4/1P3PPP/RN3RK1 w - - 3 23,b2b4 c5d4 e5e1 d4a1,1530,crushing fork interference middlegame short,b4 Bd4 Qe1 Bxa1
0LrNv,7k/6pp/2Q2n2/pP6/P1N5/5pPP/4qP1K/8 w - - 1 38,c6c8 f6g8 c8c5 e2f1 c4e3 f1f2,1539,crushing defensivemove endgame interference long,Qc8+ Ng8 Qc5 Qf1 Ne3 Qxf2+
0Zg4N,1k1B3r/1p6/p2N2p1/8/QP1n4/2q4P/P5P1/5RK1 w - - 0 30,d8f6 d4e2 g1f2 c3f6,1550,advantage discoveredattack interference middlegame short,Bf6 Ne2+ Kf2 Qxf6+
7400,r5k1/pb1qb1p1/4p1QB/5r2/Pn1pN3/3B4/5PPP/R4RK1 b - - 0 22,e7f6 e4f6 f5f6 g6h7 g8f8 h7h8 f8e7 h8g7,1551,crushing deflection interference kingsideattack middlegame pin verylong,Bf6 Nxf6+ Rxf6 Qh7+ Kf8 Qh8+ Ke7 Qxg7+
0PrN9,8/7p/2r1k3/p1p4R/P1P1K3/1P6/8/8 b - - 3 46,c6c7 h5h6 e6e7 h6h7,1552,crushing endgame interference master mastervsmaster rookendgame short,Rc7 Rh6+ Ke7 Rxh7+
